"pid","assessed_value"
2193,173581.347978578
2194,234080.228084037
2195,582568.506976894
2196,173910.31740829
2197,212084.397480471
2198,919766.703758209
2199,74131.7400195802
2200,120545.769834451
2201,265892.020401912
2202,133903.140052113
2203,516433.772087412
2204,115269.908029312
2205,161456.592662859
2206,255619.686141278
2207,400391.974784622
2208,429928.016980421
2209,69025.08285555
2210,264359.353945319
2211,294651.82640667
2212,489869.101168667
2213,107119.683427335
2214,34168.2968371585
2215,122834.563795271
2216,472781.062380652
2217,758168.062269904
2218,407651.294640408
2219,280576.372594662
2220,952475.790338851
2221,336790.542192681
2222,306970.229203923
2223,604256.3843708
2224,44394.4062293392
2225,27739.9763268498
2226,255231.723943411
2227,45697.5504797345
2228,90629.5210791627
2229,313675.211337878
2230,123290.823837081
2231,377143.662785908
2232,216324.616949344
2233,117448.330804982
2234,110647.344376856
2235,28570.2370498625
2236,290539.368465256
2237,125895.085123438
2238,656555.197701533
2239,272485.517916345
2240,337157.507135641
2241,147386.985612263
2242,508133.435412335
2243,296765.770392713
2244,307281.106171242
2245,104814.253194612
2246,154855.99637071
2247,328334.761654311
2248,278987.645665301
2249,335247.074669066
2250,103709.993164822
2251,637314.322352239
2252,475704.622734589
2253,182869.110938813
2254,1309430.47545751
2255,131036.710006936
2256,44700.0743882882
2257,502314.073490932
2258,217857.278773173
2259,137532.940718286
2260,154384.587852106
2261,242090.56165376
2262,101304.365232963
2263,872501.162819367
2264,356270.915920597
2265,330063.127959517
2266,342830.786267936
2267,285855.995817105
2268,337847.419517436
2269,152803.237525518
2270,312193.252012339
2271,766401.797479263
2272,517051.29446511
2273,292721.53601969
2274,169083.354383258
2275,378869.044946612
2276,336531.926443773
2277,86782.7585145051
2278,470395.108750586
2279,242293.005220852
2280,566398.896069804
2281,154723.930659456
2282,519980.024898664
2283,320543.13078184
2284,108468.548445787
2285,257894.65364076
2286,95552.1097396933
2287,250964.143796002
2288,294425.75910322
2289,250208.357622525
2290,132320.641632074
2291,559058.699511195
2292,953913.526129299
2293,259750.198967755
2294,182081.723317475
2295,104295.419034969
2296,197770.39408539
2297,214343.486743332
2298,156510.390412893
2299,1744789.11017048
2300,218449.780352721
2301,62286.121844418
2302,230866.098405446
2303,549483.631411929
2304,200388.945401552
2305,39525.4105164862
2306,161661.903337616
2307,287982.307655603
2308,280589.704775215
2309,220936.309499347
2310,286106.999235
2311,207835.407245172
2312,359573.608028531
2313,828937.775668045
2314,232651.405124435
2315,66047.6294076035
2316,134260.679397715
2317,209077.416726177
2318,231815.526383363
2319,450573.353262361
2320,195275.830263259
2321,215700.321624101
2322,220855.330132884
2323,224303.150304106
2324,379494.047653705
2325,287479.977822571
2326,123842.0958418
2327,205716.360385678
2328,83958.9317034509
2329,875242.370075946
2330,374137.157533176
2331,266448.605549934
2332,39538.9772614158
2333,101767.364809235
2334,322207.690508457
2335,58515.1579518061
2336,374241.381283087
2337,157607.968536158
2338,150163.530133299
2339,364328.163552497
2340,316015.130704433
2341,118914.367951079
2342,80847.749960521
2343,179921.010851555
2344,199040.875549345
2345,116902.710580564
2346,162035.907260695
2347,358974.472082498
2348,322459.488947119
2349,338127.97787684
2350,165335.583868463
2351,221796.792311888
2352,365784.908551024
2353,262660.075814732
2354,52558.8170334406
2355,87390.4729366542
2356,85933.5279682986
2357,206099.699860643
2358,133427.211745849
2359,193095.857248706
2360,409567.080718776
2361,246418.196217093
2362,280036.066016028
2363,322434.000410224
2364,104556.130408089
2365,119783.355005635
2366,152176.641114951
2367,43148.12413512
2368,316547.775104474
2369,227372.724769773
2370,178225.647504989
2371,79601.6597446306
2372,407498.078410985
2373,321149.12028398
2374,93675.6911957798
2375,281710.194886397
2376,233889.41186359
2377,153287.870846896
2378,529798.81760965
2379,373295.907175967
2380,703153.916118406
2381,91495.7282522922
2382,42993.5851653843
2383,733420.584710648
2384,261395.685285886
2385,347283.027716347
2386,101371.908521918
2387,263577.754587491
2388,465602.278029972
2389,519378.460074512
2390,177811.800663885
2391,222769.823789713
2392,59535.5550760201
2393,228785.176163803
2394,230977.389649579
2395,197912.125234612
2396,44205.8513494304
2397,299639.201659516
2398,337430.523983577
2399,44281.8414378006
2400,396226.510713137
2401,71796.1727648526
2402,115206.405616703
2403,217550.553941535
2404,680419.678608794
2405,174903.882779175
2406,157954.240130849
2407,257037.836782467
2408,683923.885805637
2409,87526.4246514315
2410,205437.558099088
2411,208413.659892861
2412,132269.686036138
2413,37113.2551745504
2414,120548.820145232
2415,64909.0420031952
2416,237579.603160067
2417,758405.398661485
2418,1277183.10193807
2419,205793.283558808
2420,364619.831268605
2421,276002.106267344
2422,215942.852378038
2423,431485.237575473
2424,338697.391724017
2425,726701.172125481
2426,234903.529789827
2427,177107.160392415
2428,334163.680285373
2429,40323.0409731724
2430,479580.11393752
2431,577859.516544427
2432,133734.423569807
2433,230816.872282342
2434,179405.689220511
2435,217128.02565682
2436,271559.270022094
2437,261424.721808137
2438,119541.305435976
2439,169673.693769704
2440,68749.6494915062
2441,455230.970495303
2442,81568.4139669801
2443,246932.600074581
2444,107923.661309426
2445,242319.306070536
2446,127270.121117087
2447,105860.341344251
2448,193063.149289969
2449,1012368.5423327
2450,415384.221563487
2451,454337.039599356
2452,97060.4819747772
2453,228344.613081177
2454,512037.700680564
2455,58777.269737149
2456,77244.820425413
2457,93985.5812103993
2458,187378.72531963
2459,502717.897985167
2460,254123.111205458
2461,334744.025001423
2462,76006.1720974223
2463,232982.186443571
2464,122154.40826943
2465,55693.9072314006
2466,106730.499531973
2467,37358.7229077858
2468,1117584.01264674
2469,156595.722991235
2470,477205.39762847
2471,130801.902490837
2472,223048.888602907
2473,387686.367046418
2474,199387.193177495
2475,610970.466689084
2476,397407.119024907
2477,310632.560331127
2478,210046.964156338
2479,161822.126581
2480,68709.6463756215
2481,170379.757401029
2482,224687.661504586
2483,301498.612960559
2484,103916.461771459
2485,248721.092706388
2486,266962.823450133
2487,269797.775437448
2488,409446.75984989
2489,249036.403996547
2490,338360.713524558
2491,171612.400787149
2492,63005.3260665525
2493,40864.9671441584
2494,174827.037637727
2495,132784.655102043
2496,255611.330132117
2497,97084.0427549803
2498,172943.576365872
2499,862706.178358219
2500,273984.660973331
2501,217111.276507961
2502,715496.724951183
2503,137746.738409066
2504,278284.813535324
2505,37766.3311029484
2506,87584.9185669235
2507,125302.58760797
2508,206814.798240696
2509,905757.874496728
2510,298920.661925249
2511,468207.208681968
2512,69828.2968843383
2513,586746.453505347
2514,134857.422954358
2515,69582.4949392199
2516,35883.8043314966
2517,270281.556184907
2518,141550.5633414
2519,230793.127742165
2520,207490.475538773
2521,150903.893532496
2522,631571.964107763
2523,201642.457121982
2524,224888.708905296
2525,155124.343622571
2526,136215.889606529
2527,1174161.17945081
2528,572058.566240376
2529,257613.09127499
2530,84928.7609843549
2531,99300.0179829214
2532,264107.225527776
2533,614343.916946589
2534,130868.77210986
2535,316735.510322563
2536,253396.477132628
2537,262144.866608331
2538,416547.675691486
2539,133496.090436735
2540,53205.736844898
2541,199057.435223405
2542,345954.440668279
2543,233189.021708305
2544,145398.062405382
2545,35242.5967183102
2546,187739.854332262
2547,173307.918171818
2548,166009.116121258
2549,195302.694964134
2550,66203.035851475
2551,76949.9883070397
2552,69444.6061762507
2553,258751.556060523
2554,292195.996611041
2555,197462.605083846
2556,442280.015598867
2557,286679.742934121
2558,1170372.36309014
2559,523791.235512216
2560,139991.072636626
2561,169254.477436744
2562,350804.52426368
2563,46204.8060177475
2564,74690.9965121344
2565,175837.239215799
2566,262098.806480763
2567,313067.589571297
2568,209193.230179412
2569,803414.419615364
2570,272830.220991316
2571,209290.440015035
2572,251962.993277276
2573,250549.285012772
2574,218004.53646605
2575,345635.243737531
2576,298294.449774992
2577,379641.696817731
2578,360125.449570901
2579,85844.571949683
2580,2002816.98388052
2581,62417.3856504592
2582,257943.210956235
2583,108918.94790534
2584,163530.502206984
2585,265878.978652865
2586,188363.1777455
2587,87657.5419760972
2588,308600.582361707
2589,398016.367675418
2590,224697.521623431
2591,37520.0240540092
2592,352649.899602116
2593,140712.579208437
2594,50828.8424382429
2595,31153.7813022749
2596,186665.449850533
2597,759890.631416068
2598,328670.120017975
2599,260970.957477832
2600,436102.028887723
2601,150410.770731644
2602,360466.918320388
2603,217931.73137016
2604,92925.4797950563
2605,139898.600939872
2606,358348.745286181
2607,316116.852119019
2608,390574.444075565
2609,167204.820648697
2610,1634086.15695269
2611,130157.767669804
2612,263005.536080107
2613,284753.494664844
2614,522428.791697211
2615,151363.478198223
2616,1341404.32082831
2617,806998.477930468
2618,803722.503116129
2619,319934.062229449
2620,137164.400346585
2621,303444.58944989
2622,179287.611780323
2623,518300.911372193
2624,329443.768622825
2625,323440.769337376
2626,247259.546079293
2627,639136.714606542
2628,297900.452173899
2629,79558.12765192
2630,596016.525118127
2631,148952.339633667
2632,174213.990065347
2633,506290.877567655
2634,371677.035682209
2635,156683.452855394
2636,317059.363047056
2637,108325.227963769
2638,203934.236813589
2639,156956.739864808
2640,86848.7397826583
2641,1615971.55747025
2642,282598.81021658
2643,395316.225501322
2644,55294.171750205
2645,100363.267028459
2646,606981.587342768
2647,269930.093210244
2648,286068.41634881
2649,179096.544447188
2650,222902.618163695
2651,103437.992806308
2652,102813.606760317
2653,234013.439266659
2654,186288.475819836
2655,134898.164454367
2656,250091.153382449
2657,875570.705949904
2658,220506.325207979
2659,218187.792881974
2660,115504.849590388
2661,197742.741021871
2662,78089.0754294343
2663,347622.842002253
2664,329205.267509468
2665,1163691.31451242
2666,586261.513499032
2667,364994.232134478
2668,132193.517831724
2669,781841.567191906
2670,211358.620397228
2671,1252114.47967981
2672,26451.8983295122
2673,302038.546397029
2674,305145.081126312
2675,88642.1281098577
2676,95963.9009897016
2677,258239.994329358
2678,225002.324230244
2679,184009.351353785
2680,42538.7314845442
2681,272851.749136745
2682,256944.877471013
2683,71475.2183983994
2684,413121.279451163
2685,205768.507625306
2686,162707.103328164
2687,123446.066700014
2688,126714.923558971
2689,66260.3842210745
2690,86613.4536683498
2691,87130.3272234748
2692,350095.318151975
2693,86107.1280446821
2694,183110.497938394
2695,369009.237181093
2696,262060.778647647
2697,201462.051285383
2698,961761.549294876
2699,436483.327446914
2700,268517.649483246
2701,563223.614709034
2702,160193.702131498
2703,99590.4259919238
2704,249162.80757277
2705,122299.089698865
2706,270073.116940296
2707,140824.691914344
2708,343450.82258951
2709,189127.693187819
2710,266779.865313478
2711,178027.062318057
2712,224216.513127241
2713,234305.765852783
2714,467092.837189868
2715,134409.75225653
2716,108037.618534003
2717,49574.6105848165
2718,39758.2366523244
2719,130192.548270445
2720,319804.530967037
2721,118271.953566056
2722,468631.400649227
2723,162134.444498478
2724,96335.6059895842
2725,173894.780914269
2726,534366.866802661
2727,145201.933597325
2728,199893.844639273
2729,371162.302610372
2730,218119.055560659
2731,117885.405006356
2732,904757.712074731
2733,294295.270006457
2734,283283.930677949
2735,223940.757258045
2736,273841.356608129
2737,817438.363390048
2738,173056.942847445
2739,114156.438452758
2740,202028.903977125
2741,237775.43343803
2742,310343.362832107
2743,662150.844121288
2744,80583.1803346108
2745,570116.271874313
2746,38600.4386970914
2747,96921.5146797254
2748,49934.3350829988
2749,213836.821238219
2750,204161.944115494
2751,708674.729183474
2752,557588.237805952
2753,144311.040714435
2754,26313.5003312583
2755,77030.1364734739
2756,386469.863322025
2757,255148.455585729
2758,331978.786896221
2759,175585.607178305
2760,176343.711417503
2761,334516.239421654
2762,327134.59216705
2763,626006.724241343
2764,366677.840733628
2765,368171.266708718
2766,355983.359333513
2767,525671.066795101
2768,66215.9148207361
2769,319629.416429701
2770,300702.820445024
2771,47728.7006199353
2772,1046194.38004576
2773,150741.128394932
2774,101543.926986391
2775,91220.3501689098
2776,239077.418628526
2777,267449.081302
2778,260076.590135944
2779,306159.263322494
2780,297470.410753007
2781,213876.132082259
2782,240452.743577384
2783,239575.640633373
2784,78093.5120307114
2785,217215.875587684
2786,213316.6497155
2787,115389.452027729
2788,202784.956954425
2789,374664.04249323
2790,426187.836573395
2791,177428.142558491
2792,134046.057664975
2793,250308.786553123
2794,518031.85621442
2795,355009.353974855
2796,205114.171752456
2797,283837.857220606
2798,247196.69580397
2799,69176.6287573493
2800,244374.085732632
2801,291255.002360032
2802,379673.566768264
2803,59103.6967368016
2804,314336.716879843
2805,227685.468261453
2806,171830.912179324
2807,419151.600531623
2808,189827.321857602
2809,144020.229007504
2810,61967.9677232079
2811,21073.2658473164
2812,326334.974643129
2813,257603.330042954
2814,252396.486950463
2815,1314152.10347553
2816,547244.655484056
2817,283335.312340082
2818,232724.028488269
2819,280004.514469395
2820,87778.8469092371
2821,190944.842577168
2822,230981.714001279
2823,196356.636528684
2824,124814.364790518
2825,54285.1805785816
2826,24453.748072502
2827,356661.305621453
2828,504703.55030197
2829,200131.957448763
2830,189731.493685956
2831,241021.77993012
2832,163648.25409144
2833,230052.553880347
2834,538690.405380765
2835,586705.642915261
2836,181624.413000348
2837,1111097.05373138
2838,282683.669435067
2839,279625.350695972
2840,238892.371125085
2841,264251.384367266
2842,36674.0197547382
2843,202376.771390057
2844,83365.871780302
2845,40982.0254717774
2846,91110.4537262095
2847,83804.2329944405
2848,325032.272194277
2849,383042.178998936
2850,317717.676035013
2851,299823.951128042
2852,377561.452835898
2853,369347.037881708
2854,375207.494746684
2855,246931.631803159
2856,325597.21215786
2857,1002903.62703362
2858,192727.433853231
2859,45945.4791709215
2860,651065.593365639
2861,113149.349694215
2862,40467.8595613426
2863,249560.214724667
2864,85534.9217653511
2865,88332.3134581128
2866,433551.128574026
2867,528886.778293627
2868,218456.385202725
2869,319231.777204635
2870,105360.577873303
2871,55750.3153515993
2872,150114.741298034
2873,314325.738584089
2874,259012.398098862
2875,49881.5781236644
2876,198603.341692138
2877,145403.580293238
2878,390817.012040833
2879,133537.075627528
2880,210719.212609748
2881,199856.939198207
2882,166750.230757958
2883,224832.731913557
2884,614086.213765675
2885,522685.893990138
2886,81117.3458929425
2887,352844.934677639
2888,47570.38224726
2889,124508.929477675
2890,285745.061848211
2891,242371.841833468
2892,243191.71992992
2893,110858.525189914
2894,626936.260694507
2895,572268.553962784
2896,172148.046996417
2897,92320.1964189002
2898,273164.331527444
2899,309619.800556956
2900,861781.867167639
2901,222321.044167862
2902,825728.418573314
2903,146484.057784153
2904,444358.333424634
2905,364077.910491185
2906,742555.404821191
2907,534378.354893202
2908,306365.324670918
2909,191549.417113796
2910,347387.537624125
2911,444539.267003958
2912,75844.4047458767
2913,262629.492056555
2914,113905.556198579
2915,498904.379629311
2916,114097.251908662
2917,182604.76481357
2918,66169.6208169532
2919,32837.2827283899
2920,77440.0337617158
2921,128381.726153707
2922,199441.566304633
2923,98261.1548536863
2924,41641.5044712646
2925,648926.450300703
2926,148152.126572857
2927,108246.430652951
2928,117189.821614375
2929,431147.655862531
2930,441018.902822491
2931,91718.1414448505
2932,516419.326064773
2933,115115.500061694
2934,48015.7807509825
2935,283378.011899414
2936,223356.19719242
2937,145495.685794556
2938,339974.157458432
2939,95442.5985760809
2940,863583.691370956
2941,506354.98537199
2942,333719.38545827
2943,228312.514381473
2944,218429.960929078
2945,185432.875175779
2946,383665.615535983
2947,90116.5896370446
2948,196703.131032061
2949,62070.8932067347
2950,486777.132684561
2951,126683.866084293
2952,206191.560754332
2953,213097.478549454
2954,988452.362065318
2955,144482.814503161
2956,80971.3442199879
2957,233020.847610319
2958,270959.712917687
2959,84281.0463330413
2960,862615.493261443
2961,112356.839840355
2962,141987.839825361
2963,111759.9146064
2964,373642.013075625
2965,204343.594729523
2966,855599.48143862
2967,263409.584476589
2968,84778.5788747895
2969,40774.9205359085
2970,64896.5542444844
2971,46999.4561631012
2972,61370.2687931435
2973,738864.743580641
2974,632706.406481971
2975,274418.998168793
2976,168162.709740252
2977,214977.568286978
2978,137549.760987975
2979,22977.9127985892
2980,21510.6563309673
2981,25893.929041164
2982,426596.52172877
2983,347822.50920262
2984,223528.27314118
2985,830387.092373735
2986,949028.899136336
2987,315271.959268751
2988,433352.09468837
2989,233058.122572465
2990,236313.826836733
2991,162070.964154884
2992,63545.1825955434
2993,44367.384027594
2994,103994.291832702
2995,413697.947505484
2996,193967.261328742
2997,577451.125922711
2998,49157.3862441899
2999,163885.942017755
3000,29978.7112018777
3001,135386.782074769
3002,33362.5111539813
3003,112472.867615423
3004,283501.431908277
3005,181876.1531667
3006,113982.286241466
3007,149572.571581048
3008,236906.388619546
3009,322701.371447386
3010,253987.57252914
3011,154109.168178722
3012,146893.140149357
3013,305693.548461989
3014,139223.704758492
3015,597099.89542271
3016,251556.612345996
3017,392075.332716195
3018,302534.393245502
3019,875335.338421064
3020,458681.050882718
3021,219863.81931196
3022,81976.9489478706
3023,235024.602268947
3024,255550.89064967
3025,203231.272056516
3026,63150.2103145814
3027,85782.4103491661
3028,223642.142649136
3029,276200.048079745
3030,465535.427908906
3031,191924.726444904
3032,217454.652245375
3033,318152.507210343
3034,88808.3743719797
3035,346693.932828406
3036,516049.142767412
3037,152800.603057567
3038,75032.8261862153
3039,95634.1147054862
3040,405827.817988764
3041,72149.6563255406
3042,154752.404519773
3043,161431.878274945
3044,1465777.52932572
3045,133608.150016806
3046,544952.605346963
3047,256718.269335488
3048,114364.23870584
3049,266003.008659348
3050,184920.216054947
3051,390994.95865873
3052,570518.255258571
3053,293284.994392667
3054,160009.247713981
3055,88204.8684280346
3056,223993.437924118
3057,231965.706860113
3058,145093.955297175
3059,349625.231297548
3060,425036.06878379
3061,139003.221011546
3062,47529.3736543226
3063,260786.175107078
3064,115105.425037237
3065,704269.501924299
3066,167901.674042388
3067,814969.154562727
3068,702189.444641482
3069,268999.323200474
3070,47331.0597769536
3071,170748.744793612
3072,52048.3153923258
3073,214956.254330031
3074,123062.105622445
3075,258174.753865896
3076,237510.281438007
3077,1948535.60343182
3078,190755.090071889
3079,165166.333726133
3080,134291.863484156
3081,289516.336309964
3082,169317.207376765
3083,377261.871897031
3084,317477.093385479
3085,291597.512524155
3086,458837.974346957
3087,49607.1896369328
3088,753292.819880389
3089,70647.6461804049
3090,285162.274606997
3091,152349.158592542
3092,254820.787560557
3093,232794.458284724
3094,153677.285957063
3095,211733.581645767
3096,856996.062869905
3097,58844.6474950291
3098,34857.3685759597
3099,119976.794292343
3100,204663.561950864
3101,972985.48545837
3102,161101.168249188
3103,670677.080305636
3104,159847.220555587
3105,265519.211399666
3106,105902.888119949
3107,514493.060575853
3108,1056845.70427503
3109,359898.240026415
3110,357080.313178121
3111,673924.504363367
3112,675678.395973959
3113,113978.047307911
3114,351385.224875955
3115,150755.019296502
3116,90823.4168033294
3117,109913.262808282
3118,205604.756379063
3119,502702.108039076
3120,979287.987105753
3121,239095.287561748
3122,278249.811234685
3123,78990.3379007082
3124,264530.282373581
3125,357992.877125415
3126,304120.15661243
3127,273221.704958703
3128,116634.604711743
3129,191230.594111897
3130,219231.172647789
3131,61600.0840391573
3132,96571.4362117345
3133,125051.332641463
3134,211924.311959961
3135,115601.859534416
3136,536320.393902494
3137,894686.130634006
3138,342712.514254666
3139,394168.639244902
3140,154456.849561866
3141,32255.8304032008
3142,410080.170500109
3143,136989.911912916
3144,209767.36148331
3145,587523.169820654
3146,233287.103551857
3147,744442.996455832
3148,798168.792762704
3149,242358.241852119
3150,140732.035398838
3151,451579.666205164
3152,144134.750902001
3153,259251.379420772
3154,36990.3686165784
3155,175018.989924612
3156,262320.080461948
3157,54049.4468225605
3158,151575.670689087
3159,45757.2482657774
3160,48082.7162870729
3161,725823.243455708
3162,470364.149227976
3163,171321.955047316
3164,135954.573110399
3165,189386.651578083
3166,239593.162821825
3167,263045.94529356
3168,45307.589392653
3169,263134.789659488
3170,488948.002308757
3171,719104.533700089
3172,255197.256850467
3173,145200.040214062
3174,340066.629860961
3175,47194.5652760784
3176,262383.352064051
3177,404407.577563918
3178,200127.919740394
3179,309938.760265925
3180,1553597.82175975
3181,1096659.17504871
3182,59205.3952180395
3183,753107.121599833
3184,312375.991006273
3185,888049.419210939
3186,568055.406842558
3187,240618.677205071
3188,104477.265444062
3189,174084.666988518
3190,80734.2483445792
3191,347692.106726886
3192,157697.55403704
3193,157330.222989666
3194,185299.793198659
3195,164895.082427819
3196,94319.4033138188
3197,160244.54978213
3198,67848.0568695149
3199,254637.470957196
3200,456222.861545168
3201,57357.5153998789
3202,225292.076509586
3203,210110.504403717
3204,60779.4374140561
3205,355680.076149163
3206,109631.005479203
3207,188478.310293237
3208,260168.668012864
3209,425941.709871852
3210,204770.762524839
3211,77918.2494162931
3212,252984.091501787
3213,447104.041432489
3214,92995.8434939799
3215,305559.217767535
3216,75946.7862225881
3217,372241.054307052
3218,122454.911755709
3219,357372.448414003
3220,50297.8190896643
3221,180845.0895637
3222,114632.902371873
3223,88701.7205975847
3224,658166.209859683
3225,395715.188215771
3226,260577.349780632
3227,1508554.38588045
3228,236740.438693382
3229,257058.670987106
3230,434965.528976887
3231,1150987.42490717
3232,251355.386446634
3233,41703.0925517316
3234,135048.950185751
3235,207606.929431522
3236,575826.304035254
3237,360648.799063345
3238,87419.9762386954
3239,636617.396587827
3240,917347.035957156
3241,461283.052702112
3242,37822.5810486596
3243,232008.964388957
3244,96428.3994425257
3245,210844.53216262
3246,357915.985972371
3247,292522.591165575
3248,329765.91780833
3249,239916.325527005
3250,50565.9996677221
3251,342529.633569221
3252,313943.016915634
3253,390355.164247614
3254,183477.836624567
3255,60394.0379910147
3256,410014.763229232
3257,577997.879113495
3258,129137.230363727
3259,263067.592867161
3260,218227.212475364
3261,113159.449791807
3262,476342.705032523
3263,63335.9214939986
3264,295565.94063933
3265,301243.599729031
3266,988030.791002028
3267,369841.663794397
3268,101924.493507499
3269,765835.842482226
3270,822282.86925378
3271,430567.628217
3272,43469.1008472326
3273,201308.571484596
3274,261466.598360674
3275,1146737.64794563
3276,719902.983166513
3277,181443.680363017
3278,502520.927788174
3279,235407.697730282
3280,155138.88331179
3281,128192.390366937
3282,187146.487977062
3283,245093.087628485
3284,262529.623848718
3285,310928.42839699
3286,183659.540782017
3287,209525.970805746
3288,242209.027234712
3289,35109.6633315791
3290,366051.427960392
3291,837798.502293296
3292,85223.786866175
3293,265276.781824168
3294,229338.498564364
3295,247341.816422805
3296,107320.280003113
3297,260150.155791032
3298,609201.795519216
3299,187781.335659589
3300,320972.717119655
3301,291457.372151944
3302,151266.197215521
3303,287882.233151244
3304,324057.949099253
3305,697601.855962493
3306,155847.883629329
3307,254183.012776936
3308,148644.820221101
3309,298750.599437294
3310,98473.4563139468
3311,79832.6921390613
3312,133047.080751132
3313,324813.073280438
3314,214268.171924735
3315,112147.038840834
3316,349899.239365466
3317,198144.061329243
3318,248419.010391906
3319,291722.267384605
3320,122354.755220322
3321,146351.772604993
3322,366628.245844062
3323,92937.7745011302
3324,129839.566488975
3325,960140.479981291
3326,214398.50799344
3327,68765.9726101739
3328,391473.551594885
3329,147373.126165723
3330,29472.5600509705
3331,178842.444537187
3332,142605.488600401
3333,174035.939746331
3334,81055.3184556627
3335,389281.827309452
3336,214919.10949562
3337,240362.648145737
3338,257278.919886214
3339,276383.022485521
3340,158088.966105967
3341,114272.662178078
3342,213765.162409022
3343,105258.453685719
3344,55157.3223725668
3345,139689.513825058
3346,1356722.31373646
3347,499261.968765086
3348,391844.25031387
3349,64736.3424074278
3350,243809.221805941
3351,1290364.62770412
3352,329046.140695966
3353,60632.3383071641
3354,188359.579981205
3355,100403.107952775
3356,341452.606325376
3357,92179.9427533507
3358,252306.588578027
3359,1139801.53036272
3360,321240.341486423
3361,245753.658281987
3362,136324.352336091
3363,150820.643881995
3364,187490.850948221
3365,209735.095347082
3366,125329.446098904
3367,193256.553425917
3368,182784.335576857
3369,301592.194958593
3370,569474.20496185
3371,274510.642154533
3372,299767.443544756
3373,906571.802406921
3374,100016.062842847
3375,182549.724366527
3376,166019.226319848
3377,85381.6978354446
3378,55528.7752408954
3379,97487.4576418819
3380,78249.8964598408
3381,256386.738839862
3382,188761.78422433
3383,167439.520360622
3384,350802.685080947
3385,96185.0533041545
3386,330946.075167277
3387,1244026.34278832
3388,714377.236490244
3389,183696.900131698
3390,222876.246814241
3391,364213.092720748
3392,185207.281654439
3393,26632.6699761094
3394,265186.654471397
3395,253140.336615024
3396,217502.103053648
3397,168890.336083757
3398,67776.8010449336
3399,164091.066594405
3400,375727.372671879
3401,691433.924127058
3402,1000160.04803213
3403,252439.924844162
3404,51721.4334474388
3405,226463.666092091
3406,120782.22908437
3407,103193.851270343
3408,225409.820346936
3409,349620.244583004
3410,227297.531353656
3411,176869.530379005
3412,76467.8773388316
3413,606275.349014157
3414,389182.752568936
3415,247672.770485748
3416,557531.01209849
3417,480669.072806263
3418,207823.349710724
3419,533314.684537538
3420,935578.765378681
3421,183022.560057851
3422,168871.237545214
3423,269182.690033889
3424,135987.039001836
3425,486160.204252467
3426,346671.239040505
3427,133983.637583125
3428,297601.822841609
3429,25788.5715293453
3430,289216.280404764
3431,175955.85020217
3432,48204.2568201289
3433,851872.667679648
3434,651059.574111856
3435,133027.571108813
3436,761272.818478722
3437,199972.485934936
3438,610759.653522141
3439,82915.8174451667
3440,64680.9026878176
3441,357223.262395385
3442,406287.710223605
3443,167998.634349747
3444,356711.603957426
3445,260247.08488747
3446,1074887.66351734
3447,590122.071673056
3448,130231.196106681
3449,55887.2727665492
3450,108850.782562898
3451,142936.060898957
3452,267600.760447975
3453,100280.968056625
3454,814806.974606824
3455,392310.839846395
3456,470083.41217539
3457,239850.188082865
3458,158935.005466167
3459,268164.650019456
3460,181322.797905911
3461,187844.680950947
3462,100560.309105258
3463,225851.615214587
3464,264017.595556352
3465,97992.5854706546
3466,74794.5185885022
3467,658228.183720023
3468,82115.606426855
3469,339437.6313622
3470,168666.099568197
3471,336741.820675568
3472,403314.92014849
3473,205589.214738185
3474,104521.176235468
3475,181016.813037651
3476,461325.992424097
3477,59719.6396569742
3478,356581.201001959
3479,364950.011847722
3480,105216.992947748
3481,35343.9818572398
3482,115350.737651841
3483,175097.421750109
3484,220575.73725861
3485,281612.670710803
3486,110382.568729084
3487,190829.236550707
3488,130750.966599153
3489,447919.906100259
3490,724483.835077555
3491,878991.478928871
3492,243039.562352919
3493,50138.2171036002
3494,691684.1748369
3495,271150.889985855
3496,79872.5732164367
3497,68981.4546428885
3498,142549.23389655
3499,654130.699170747
3500,122704.085658331
3501,435871.226037083
3502,141367.495581415
3503,309522.944101354
3504,245492.69281044
3505,314565.973379468
3506,65037.118962866
3507,130620.663079397
3508,250392.202160656
3509,118740.296421317
3510,187150.766935229
3511,94022.0791200494
3512,103746.3787488
3513,227772.665273744
3514,107073.378880507
3515,125268.645218425
3516,254819.642520542
3517,32568.6911021337
3518,55793.158852282
3519,207207.465313863
3520,153635.386158056
3521,486589.215598113
3522,158681.424822661
3523,101977.23172257
3524,97368.5303863441
3525,99589.1275101951
3526,524431.953521997
3527,68178.9046820611
3528,140210.959731339
3529,275215.70472427
3530,273176.561836233
3531,124476.346562847
3532,156830.523968666
3533,257152.561474547
3534,318167.373311601
3535,129190.728175801
3536,309747.522388692
3537,87812.9881724707
3538,257845.236882042
3539,366497.72614413
3540,445334.443724977
3541,322891.239826236
3542,154855.99637071
3543,102230.877453627
3544,106208.615671867
3545,77219.5076116566
3546,194906.052369332
3547,72052.1066455288
3548,151560.957702153
3549,320090.487272113
3550,257135.404632747
3551,143745.907299547
3552,312085.958036129
3553,679857.154290212
3554,160353.915137823
3555,259194.179634799
3556,20824.6130963383
3557,76854.6344329531
3558,134678.266748011
3559,187473.29735688
3560,318967.993260549
3561,592017.566153182
3562,49389.5848742461
3563,416570.561097712
3564,228878.705286238
3565,223819.051936475
3566,140378.801681042
